b9300044380;Смеситель для кухни крест моно  Arco 00498;0;Сантехника;Смесители и краны для сан.узлов;Arco;Z;D0;259,8;415,68;;@;0;0
b0100021581;Тумба под умывальник Луиджи-60 зеленый Corozo;1;Сантехника;Мебель и аксессуары для ванной комнаты;Corozo;Z;NL;5 815,98;7 486;;&;2;8
b0100012955;Комплект сварочный STANDART ПК Контур 1500Вт насадки 20-63  012200020610;3;Инструмент, сварочное оборудование и материалы;Оборудование сварочное и расходные материалы;ПК Контур;Q;D0;2 291,71;4 928,4;1201-00639;&;0;0
b0100005209;Сиденье для унитаза дюропласт Mio петли хром белый Jika 9271.3;1;Сантехника;Унитазы;Jika;Z;NL;996,36;1 542;0902-00179;&;2;8
b0100005275;Угольник PP-R комбинированн белый Дн25х3/4" НР ПК Контур 011411025200;11;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;51,19;109;0105-00029;&;0;0
b0100021889;Радиатор алюминий Термал Стандарт-52 500 9 секций 1,449кВт ЗМЗ;1;Отопительное оборудование;Радиаторы;ЗМЗ;Z;D0;2 318,17;3 709,07;0502-01667;&;0;7
b9300048220;Кран PP-R шаровой Дн20х1/2" НР прямой для радиатора ЭКО ПК Контур 011103020111;19;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Q;D0;123,14;262,2;;&;0;0
b9300044572;Задвижка 30с41нж ЗКС2-16 сталь Ду80 Ру16 Гидрозатвор;6;Запорная арматура;Задвижки;Гидрозатвор;Q;D0;2 714,61;4 343,38;;&;0;0
b9300044617;Поддон сталь  квадрат 800х800х130мм без сифона;0;Сантехника;Кабины душевые, поддоны;_;Z;D0;883,07;1 412,91;0907-00141;@;0;0
b9300040272;Радиатор сталь панельный ЛУ 20 500х800 HYGIENIC 1075Вт нижний прав/лев Лидея;15;Отопительное оборудование;Радиаторы;Лидея;Z;NL;1 853,95;1 946,65;;@;1;0
