b0100012886;Кран шаровой сталь 12Х18Н10Т вода КШЦМ Ду25 Ру40 ВР/ВР стандартный проход рычаг LD 13300259401MULD000000000;5;Запорная арматура;Краны;LD;Z;NL;1 715,17;3 592;0301-01813;&;0
b0100012955;Комплект сварочный STANDART ПК Контур 1500Вт насадки 20-63  012200020610;0;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;ПК Контур;S;D2;2 337,53;4 928,4;1201-00639;&;0
b0100013046;Трубка  FRZ 76/20 L=2м 95C серый Thermaflex;100;Изоляция и уплотнение;Изоляция и термоизоляция;Thermaflex;Z;NL;160,28;185;1001-00657;&;0
b0100013066;Бурт PP-R трубн Дн20 ПК Контур 011309020000;100;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;4,65;9,8;0105-01152;@;0
b0100013175;Анкер латунь М8х28;20;Трубопроводы и соединительные части;Крепежные изделия;_;Z;D0;7,91;9;0112-00194;&;0
b0100013925;Кран шаровой сталь вода КШЦФ Ду50 Ру40 фл полный проход рычаг LD 11110500402MULD000000000;8;Запорная арматура;Краны;LD;S;D0;1 636,62;1 980;0301-00723;@;0
b0100013991;Клапан запорн R17D Ду15 прям Giacomini R17DX003;462;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Giacomini;Q;D0;254,83;294,15;0503-00162;&;0
b0100013992;Клапан термостатическ  Ду15 прям Giacomini R402X133;37;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Giacomini;Z;D0;306,92;418,76;0503-00186;&;0
b0100014109;Муфта латунь переходн Дн32х26 пресс Valtec VTm.203.N.003226;3;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;D0;250,67;425;0103-00995;&;0
b0100014110;Тройник латунь Дн20х1/2"х20 пресс ВР Valtec VTm.232.N.200420;12;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;NL;205,83;349;0103-00996;&;0
b0100014115;Клапан запорн латунь 15б3р Ду15 Ру10  ВР/ВР  STC 0100;9;Запорная арматура;Клапаны;STC;Q;D0;107,24;171,59;0304-00001;&;0
b0100014116;Клапан запорн латунь 15б3р Ду20 Ру10  ВР/ВР  STC 0100;13;Запорная арматура;Клапаны;STC;S;Pz;141,46;226,23;0304-00002;&;0
b0100014117;Клапан запорн латунь 15б3р Ду25 Ру10  ВР/ВР  STC 0100;1;Запорная арматура;Клапаны;STC;Q;D0;206,82;330,92;0304-00003;&;0
b0100014118;Клапан запорн латунь 15б3р Ду32 Ру10  ВР/ВР  STC 0100;2;Запорная арматура;Клапаны;STC;Q;D0;369,22;590,85;0304-00004;&;0
b0100014119;Клапан запорн латунь 15б3р Ду40 Ру10 ВР/ВР STC 0100;5;Запорная арматура;Клапаны;STC;Q;D0;476,46;762,44;0304-00031;&;0
b0100014120;Клапан запорн латунь 15б3р Ду50 Ру10 ВР/ВР STC 0100;3;Запорная арматура;Клапаны;STC;S;D0;679,71;1 249,12;0304-00303;&;0
b0100014122;Клапан запорн латунь 15б1п Ду15 Ру16 ВР/ВР STC 0200;50;Запорная арматура;Клапаны;STC;S;D0;112,86;180,78;0304-00005;&;0
b0100014123;Клапан запорн латунь 15б1п Ду20 Ру16 ВР/ВР STC 0200;10;Запорная арматура;Клапаны;STC;S;D0;144,52;231,34;0304-00006;&;0
b0100014124;Клапан запорн латунь 15б1п Ду25 Ру16 ВР/ВР STC 0200;41;Запорная арматура;Клапаны;STC;Q;D0;196,61;314,58;0304-00007;&;0
b0100014125;Клапан запорн латунь 15б1п Ду32 Ру16 ВР/ВР STC 0200;1;Запорная арматура;Клапаны;STC;Q;D0;345,22;552,55;0304-00050;&;0
b0100014126;Клапан запорн латунь 15б1п Ду40 Ру16 ВР/ВР STC 0200;2;Запорная арматура;Клапаны;STC;Q;D0;533,66;853,85;0304-00008;&;0
b0100014127;Клапан запорн латунь 15б1п Ду50 Ру16 ВР/ВР STC 0200;4;Запорная арматура;Клапаны;STC;Z;D0;697,59;1 116,34;0304-00051;&;0
b0100005237;Задвижка аналог МЗВГ  чугун Ду50 Ру16 150C КНР;2;Запорная арматура;Задвижки;КНР;Z;D0;2 032,63;2 886;0302-00087;&;0
b0100005275;Угольник PP-R комбинированн белый Дн25х3/4" НР ПК Контур 011411025200;62;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;52,23;110,1;0105-00029;@;0
b0100005277;Угольник PP-R комбинированн белый Дн25х1/2" НР ПК Контур 011411025100;23;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;40,75;85,9;0105-00777;@;0
b0100005294;Труба PEX-AL-PE мп Дн16х2,0 alpex-duo XS бухта 200м Fraenkische 83516711;5 340;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;Pz;37,68;92,9;0103-00890;@;0
b0100005295;Угольник латунь уст Дн16х1/2" alpex-duo пресс ВР L=35мм Fraenkische 86816720;53;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;Z;D0;194,89;407,38;0103-00891;&;0
b0100018605;Радиатор алюминий Термал 500 10 секций ЗМЗ;1;Отопительное оборудование;Радиаторы;ЗМЗ;Q;D0;2 083,57;3 094,2;0502-01606;&;0
b0100010491;Вакуум-клапан PP Ду50;18;Водоотведение;Трубы для внутреннего водоотведения и соед части;_;S;Pz;65,64;95;0201-00555;&;0
b0100010520;Затвор дисковый поворотный VPN3448-0803 Ду300 Ру16 межфл с редуктором EPDM жарост Tecofi;1;Запорная арматура;Затворы;Tecofi;Q;D0;12 353,51;18 530,54;0303-00038;&;0
b0100010621;Комплект  универ  монтажн Ду20 в блистере 7предметов Ogint;128;Отопительное оборудование;Радиаторы;Ogint;S;D0;110,31;165,46;0502-00030;@;0
b0100010623;Радиатор биметалл M Series 500 6 секций 1,080кВт Ogint;23;Отопительное оборудование;Радиаторы;Ogint;S;D0;2 682,08;4 023,12;0502-00075;@;0
b0100013542;Резак для ПП труб JRF PC-207 ПК Контур (0-40мм)  012400207010;4;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;ПК Контур;S;Pz;474,35;1 000,1;1201-00644;&;0
b0100030517;Кран шаровой сталь DZT Ду65 Ру16 п/привар 150C Broen 4110216065;24;Запорная арматура;Краны;Broen;Z;D0;3 031,57;4 286;0301-00457;&;0
b0100030579;Евроконус латунь Дн16х3/4 FF-therm 72816710;5;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;FF-therm;Q;D0;104,74;121;;&;0
b0100030705;Конструкция закладная ЗК4-2-87;3;Приборы учета и КИП;Термометры, манометры;_;Q;D0;1 498;1 730;;&;0
b0100030757;Смеситель для мойки   2241-02-ВТ;1;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;368,35;503;0909-01376;&;0
b0100030790;Конструкция закладная ЗК4-3-87   для установки термометра;2;Приборы учета и КИП;Термометры, манометры;_;Z;NL;1 599,65;1 797,6;;&;0
b0100030791;Смеситель для мойки   2241-02-GM;17;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;368,35;531;0909-01377;&;0
b0100030792;Смеситель для мойки   2241-02-KL;1;Сантехника;Смесители и краны для сан.узлов;_;Z;NL;368,35;503;0909-01378;&;0
b0100030794;Смеситель для умывальника   2140-02-GM;2;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;492,86;673;0909-01380;&;0
b0100030795;Смеситель для умывальника   2140-02-KL;2;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;492,86;760,77;0909-01381;&;0
b0100030796;Смеситель для ванны/раковины   2548-12-ВТ;2;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;679,64;928;0909-01382;&;0
b0100030797;Смеситель для ванны/раковины   2548-12-GM;6;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;679,64;928;0909-01383;&;0
b0100030798;Смеситель для ванны/раковины   2548-12-KL;1;Сантехника;Смесители и краны для сан.узлов;_;Q;D0;679,64;928;0909-01384;&;0
b0100030801;Тройник PP-R переходн Дн90х32х90;1;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;Z;D0;273,52;389,48;0105-01203;&;0
b0100030816;Муфта ПНД компрессия Дн50х32;5;Трубопроводы и соединительные части;Труба полиэтиленовая (ПЭ, ПНД) и соединительные части;_;Z;NL;157;182;0107-00692;&;0
b0100030818;Тройник ПНД компрессия Дн50х50х50;2;Трубопроводы и соединительные части;Труба полиэтиленовая (ПЭ, ПНД) и соединительные части;_;Z;NL;238,81;280;0107-00694;&;0
b0100030886;Смеситель для умывальника бесконтактный  Oras 1714F;1;Сантехника;Смесители и краны для сан.узлов;Oras;Z;NL;7 515,59;10 259;0909-01385;&;0
b0100030902;Арматура для бачка  ниж/подвод кнопка Инкоэр АС3;15;Сантехника;Унитазы;Инкоэр;S;D0;188,43;240;0902-00181;@;0
b0100018195;Втулка PP-R белый Дн50 для труб PERT-AL-PPR ПК Контур 011628050000;250;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Z;NL;4,13;7,4;0105-00519;&;0
b9300043373;Каболка (ведро, уд.вес 25 кг) 10мм;3;Изоляция и уплотнение;Уплотнительные материалы;_;S;P2;2 006,27;3 049,5;1002-00285;&;0
b9300044066;Фильтр сетчатый латунь Ф-15Р Ду15 Ру16 ВР/ВР 120C ВЕНД;503;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;ВЕНД;S;P2;117,7;176,55;;@;0
b0100016420;Фильтр сетчатый Ду32 ВР/ВР БАЗ;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;БАЗ;S;D1;417,7;595;0406-00265;&;0
b0100016421;Фильтр сетчатый Ду40 ВР/ВР БАЗ;0;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;БАЗ;Z;D0;477,46;806;0406-00266;&;0
b0100016422;Фильтр сетчатый Ду50 ВР/ВР БАЗ 036-0298;6;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;БАЗ;Z;D0;672,25;1 419;0406-00267;&;0
b0100016485;Люк полимер  тип Л ЛПКЛМ серый/черный А15 m=25кг;5;Водоотведение;Люки и дождеприемники;_;S;Pz;512,04;687;0203-00008;@;0
b0100016549;Термоманометр ТМТБр радиальный Дк80 1МПа G1/2" 120C Росма 011-0084;5;Приборы учета и КИП;Термометры, манометры;Росма;Z;D0;745,58;1 017;0701-00085;&;0
b0100016564;Винт-шуруп М10х80;2 875;Трубопроводы и соединительные части;Крепежные изделия;_;S;P2;4,5;7;0112-00193;@;0
b0200039281;Конвектор F117 DESIGN 1кВт 220В эл  ATLANTIC 513810;1;Отопительное оборудование;Конвекторы;ATLANTIC;Z;D0;2 739,2;4 000;;@;0
b0100007846;Бурт PP-R с фланцем Дн50 ПК Контур 011320050000;14;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;161,16;339,8;0105-01132;@;0
b0100007874;Труба гибк  40х40/50 мм L=800мм АНИ К406;1;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;Z;D0;23,33;32;0908-00413;&;0
b0100007881;Переход НПВХ на чугун Дн160/150 Wavin 22756370;1;Водоотведение;Трубы для наружного водоотведения и соед части;Wavin;Q;D0;592,45;809;0202-00244;&;0
b0100007903;Трубка Super 133/20 L=2м 95C Energoflex;4;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;Z;NL;277,71;552,92;1001-01119;&;0
b0100007932;Унитаз ЦОП белый бок/подвод кнопка б/комплекта с бачком Евро Новокузнецк;9;Сантехника;Унитазы;Новокузнецк;S;Pz;1 592;2 372;0902-00038;@;0
b0100008083;Клапан запорн MSV-S Ду32 * Danfoss 003Z4014;1;Регулирующая и предохр арматура и автоматика;Клапаны балансировочные;Danfoss;Z;D0;2 452,14;3 865,46;0403-00011;&;0
b0100008084;Клапан запорн MSV-S Ду40 * Danfoss 003Z4015;5;Регулирующая и предохр арматура и автоматика;Клапаны балансировочные;Danfoss;Z;D0;5 035,08;7 937,16;0403-00012;&;0
b0100019671;Сифон для ванны 1 1/2"x50 трубный с выпуском с гофрой нерж/сетка АНИ E255;32;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;P2;191,92;295,32;0908-00134;@;0
b0100019691;Труба НПВХ Дн160х4,0 L=1,0м Хемкор;3;Водоотведение;Трубы для наружного водоотведения и соед части;Хемкор;S;D0;212,79;281;0202-00267;@;0
b0100019767;Тройник латунь переходн Дн20х3/4"х20 Faro пресс ВР для мп STC 6518;96;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;Q;D0;139,42;223,17;0103-00390;&;0
b0100019814;Кран шаровой сталь DZT Ду80 Ру16 фл Broen 6410316080;1;Запорная арматура;Краны;Broen;Z;D0;5 312,18;7 809;0301-00627;&;0
b0100019853;Поддон сталь Tappo квадрат 900х900мм КНР;1;Сантехника;Кабины душевые, поддоны;КНР;S;D1;1 018,54;1 894,97;0907-00010;@;0
b0100019873;Коллектор латунь отсекающий Ду3/4" ВР на 2 выхода FAR FK3875 C34;2;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;FAR;Z;NL;691,41;799;0111-01208;&;0
b0100019882;Люк полимер  тип Л ЛПКЛ зеленый А15 m=32кг;11;Водоотведение;Люки и дождеприемники;_;S;P2;609,59;893;0203-00011;@;0
b0100020311;Кран шаровой латунь Ду25 Ру40 ВР/ВР Danfoss 065B8209;8;Запорная арматура;Краны;Danfoss;Z;D0;565,54;836,38;;&;0
b0100020312;Кран шаровой латунь Ду32 Ру40 ВР/ВР Danfoss 065B8210;0;Запорная арматура;Краны;Danfoss;Z;D0;910,19;1 346,02;;@;0
b0100020340;Воздухоотводчик Ду25 угл авт прав Giacomini R200X001;2;Отопительное оборудование;Воздухоотводчики;Giacomini;Z;D0;145,98;200;0504-00023;&;0
mt000000038;Трос для прочистки труб Ду6 Сибртех L=5м  92462;3;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;Сибртех;Z;D0;195,11;265,36;1201-00944;&;0
b0100020377;Трубка ST 108/13 L=2м 105C K-Flex;129;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;343,99;589,86;1001-00146;&;0
b0100020382;Трубка ST 114/13 L=2м 105C K-Flex;80;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;368,34;631,6;1001-00143;&;0
b0100020390;Трубка ST 15/13 L=2м 105C K-Flex;223;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;48,7;97,84;;&;0
b0100020391;Трубка ST 160/13 L=2м 105C K-Flex;39;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;691,15;1 185,1;1001-00093;&;0
b0100020393;Трубка ST 18/6 L=2м 105C K-Flex;220;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;NL;25,78;51,34;;&;0
b0100020394;Трубка ST 18/9 L=2м 105C K-Flex;274;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Q;D0;35,64;70,98;;&;0
b0100020396;Трубка ST 22/6 L=2м 105C K-Flex;115;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;30,3;60,32;1001-00168;&;0
b0100020398;Трубка ST 22/13 L=2м 105C K-Flex;2;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;58,75;100,74;1001-00170;&;0
b0100020401;Трубка ST 28/6 L=2м 105C K-Flex;130;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;NL;38,01;75,72;1001-00171;&;0
b0100020403;Трубка ST 28/13 L=2м 105C K-Flex;15;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;68,68;127,18;1001-00173;&;0
b0100020404;Трубка ST 28/19 L=2м 105C K-Flex;95;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;P2;146,73;251,62;1001-00174;&;0
b0100020406;Трубка ST 35/6 L=2м 105C K-Flex;100;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;NL;49,86;99,26;1001-00175;&;0
b0100020407;Трубка ST 35/9 L=2м 105C K-Flex;105;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;66,97;114,84;1001-00176;&;0
b0100020408;Трубка ST 35/13 L=2м 105C K-Flex;35;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;86,65;148,58;1001-00177;&;0
b0100020409;Трубка ST 35/19 L=2м 105C K-Flex;49;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Q;D0;180,61;309,68;1001-00178;&;0
b0100020410;Трубка ST 35/25 L=2м 105C K-Flex;24;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;NL;307,02;345;1001-00094;&;0
b0100020413;Трубка ST 42/6 L=2м 105C K-Flex;90;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;NL;56,4;112,26;1001-00154;&;0
b0100020414;Трубка ST 42/9 L=2м 105C K-Flex;127;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;64,14;127,76;1001-00155;&;0
b0100020415;Трубка ST 42/13 L=2м 105C K-Flex;64;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;91,11;168,72;1001-00156;&;0
b0100020417;Трубка ST 42/25 L=2м 105C K-Flex;17;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;369,05;734,98;1001-00158;&;0
b0100020419;Трубка ST 48/9 L=2м 105C K-Flex;48;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;71,92;143,24;1001-00159;&;0
b0100020420;Трубка ST 48/13 L=2м 105C K-Flex;56;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;Pz;94,64;190,14;1001-00160;&;0
b0100020421;Трубка ST 48/19 L=2м 105C K-Flex;11;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;222,1;411,3;1001-00161;&;0
b0100020422;Трубка ST 48/25 L=2м 105C K-Flex;8;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;414,65;833,04;;&;0
b0100020424;Трубка ST 54/9 L=2м 105C K-Flex;5;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Q;D0;107,63;184,54;1001-00162;&;0
b0100020425;Трубка ST 54/13 L=2м 105C K-Flex;50;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;116,8;239,24;1001-00163;&;0
b0100020428;Трубка ST 60/13 L=2м 105C K-Flex;65;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;149,79;256,86;1001-00165;&;0
b0100020434;Трубка ST 60/25 L=2м 105C K-Flex;59;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;511,92;1 028,48;;&;0
b0100020438;Трубка ST 76/9 L=2м 105C K-Flex;179;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;P2;152,02;260,66;1001-00148;&;0
b0100020439;Трубка ST 76/13 L=2м 105C K-Flex;46;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;D0;181,65;311,48;1001-00149;&;0
b0100020441;Трубка ST 76/25 L=2м 105C K-Flex;3;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;635,41;1 265,46;;&;0
b0100020443;Трубка ST 89/9 L=2м 105C K-Flex;139;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;P2;163,29;325,2;1001-00151;&;0
b0100020444;Трубка ST 89/13 L=2м 105C K-Flex;194;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;P2;227,43;389,96;1001-00152;&;0
b0100020445;Трубка ST 89/19 L=2м 105C K-Flex;26;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;406,49;702,84;1001-00153;&;0
b0100020486;Трубка Solar HT 22/13 L=2м 150C K-Flex;84;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;NL;129,89;283,86;1001-00191;&;0
b0100020489;Трубка Solar HT 28/9 L=2м 150C K-Flex;92;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Q;D0;101,98;222,84;;&;0
b0100020495;Трубка Solar HT 35/13 L=2м 150C K-Flex;18;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;169,96;371,38;1001-00195;&;0
b0100020508;Гильза    L=35мм;5;Приборы учета и КИП;Комплектующие для КИП;_;Z;NL;202,03;233;;&;0
b0100020511;Кран шаровой латунь Vito Ду20 ВР/ВР полный проход бабочка с фильтром STC 1731;1;Запорная арматура;Краны;STC;Z;D0;391,18;626,09;0301-00098;&;0
b0100020520;Трубка Solar HT 54/13 L=2м 150C K-Flex;17;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;288,06;629,44;1001-00186;&;0
b0100020525;Трубка Solar HT 76/13 L=2м 150C K-Flex;6;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;373,66;839,16;1001-00189;&;0
b0100020529;Трубка Solar HT 89/13 L=2м 150C K-Flex;5;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;Z;D0;429,93;483;1001-00183;&;0
b0100020660;Муфта PP-R комбинированн Дн32x1" НР ПК Контур 011211032300;77;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;88,84;187,3;0105-01176;@;0
b0100020763;Набор alpex Export Fraenkische 16-32  79400516;1;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;Fraenkische;Q;D0;33 303,08;45 458,49;1201-00721;&;0
b0100020938;Унитаз-компакт Era белый 2/реж горизонт/выпуск в комплекте Jika 2453.2 9153.3;4;Сантехника;Унитазы;Jika;Q;D0;2 980,87;4 760;0902-00131;&;0
b0100020952;Воздухоотводчик Ду15 авт Danfoss 065B822300;1;Отопительное оборудование;Воздухоотводчики;Danfoss;Z;D0;251,84;372,33;0504-00025;&;0
b0100020999;Переход сталь Ду32х3,2-25х3,2 ПЗКТ;10;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;Z;D0;28;48;0101-01585;&;0
b0100021019;Термоманометр TMAX 6 осевой Дк80 0,6МПа кл.т.1,6 G1/2 120C Watts 10018742/03.32.006;3;Приборы учета и КИП;Термометры, манометры;Watts;Z;D0;560,68;648;0701-00256;&;0
b0100021054;Манжет переходн трехлепестковый белый Ду50х32 Симтек;0;Изоляция и уплотнение;Уплотнительные материалы;Симтек;Z;D0;6,27;6,42;1002-00005;&;0
b0100021068;Манометр ДМ02-100-1-M радиальный Дк100 6МПа кл.т.1,5 М20х1,5 160C паспорт Метер;2;Приборы учета и КИП;Термометры, манометры;Метер;Z;NL;243,36;281;0701-00258;&;0
b0100021071;Манометр ДМ02-160-1-M радиальный Дк160 4МПа кл.т.1,5 М20х1,5 160C паспорт Метер;3;Приборы учета и КИП;Термометры, манометры;Метер;Z;NL;352,16;406;0701-00259;&;0
b0100021072;Манометр ДМ02-160-1-M радиальный Дк160 6МПа кл.т.1,5 М20х1,5 160C паспорт Метер;3;Приборы учета и КИП;Термометры, манометры;Метер;Z;NL;352,16;406;0701-00260;&;0
b0100021210;Радиатор алюминий Alpha 350 4 секции 0,564кВт Ogint;6;Отопительное оборудование;Радиаторы;Ogint;S;Pz;1 172,52;1 758,78;0502-00018;@;0
b0100021212;Радиатор алюминий Alpha 350 6 секций 0,846кВт Ogint;9;Отопительное оборудование;Радиаторы;Ogint;S;Pz;1 731,2;2 596,8;0502-00020;@;0
b0100021213;Радиатор алюминий Alpha 350 7 секций 0,987кВт Ogint;4;Отопительное оборудование;Радиаторы;Ogint;S;Pz;2 019,22;3 028,83;0502-00021;@;0
b0100021214;Радиатор алюминий Alpha 350 8 секций 1,128кВт Ogint;14;Отопительное оборудование;Радиаторы;Ogint;S;Pz;2 307,24;3 460,86;0502-00022;@;0
b0100021216;Радиатор алюминий Alpha 350 10 секций 1,41кВт Ogint;7;Отопительное оборудование;Радиаторы;Ogint;S;D0;2 883,8;4 325,95;0502-00024;@;0
b0100021217;Радиатор алюминий Alpha 350 12 секций 1,692кВт Ogint;2;Отопительное оборудование;Радиаторы;Ogint;S;D0;3 460,35;5 190,53;0502-00025;@;0
