b0100012715;Подводка гибкая  для воды H1/2"-H1/2" L=0,8м Монофлекс;2;Сантехника;Подводка гибкая;Монофлекс;S;P2;60,98;122;0912-00302;&;0
b0100012719;Подводка гибкая  для воды H1/2"-H1/2" L=1,2м Монофлекс;10;Сантехника;Подводка гибкая;Монофлекс;S;P2;110,14;220;0912-00230;&;0
b0100012728;Подводка гибкая  для смесителя M10-H1/2" L=0,4м Монофлекс;10;Сантехника;Подводка гибкая;Монофлекс;S;D0;52,14;104;0912-00292;&;0
b0100012730;Подводка гибкая  для смесителя М10-Н1/2" L=0,5м Монофлекс;20;Сантехника;Подводка гибкая;Монофлекс;S;P2;71,79;143;0912-00294;&;0
b0100012731;Подводка гибкая  для смесителя M10-H1/2" L=0,6м Монофлекс;8;Сантехника;Подводка гибкая;Монофлекс;S;P2;77,36;155;0912-00295;&;0
b0100012733;Подводка гибкая  для смесителя M10-H1/2" L=1м Монофлекс;10;Сантехника;Подводка гибкая;Монофлекс;S;P2;67,91;135;0912-00297;&;0
b0100012734;Подводка гибкая  для смесителя М10-Н1/2" L=1,2м Монофлекс;8;Сантехника;Подводка гибкая;Монофлекс;S;D0;59,79;123;0912-00298;&;0
b0100012102;Хомут с р/прокладкой Ду87-92 (3") М8  б/комплекта;150;Трубопроводы и соединительные части;Крепежные изделия;_;S;D0;23;36;0112-00652;@;0
b0100012199;Хомут с р/прокладкой Ду159-166 (6") М10  б/комплекта;168;Трубопроводы и соединительные части;Крепежные изделия;_;S;P2;44,01;68;;&;0
b0100012233;Болт М22х90;8,5;Трубопроводы и соединительные части;Крепежные изделия;_;Z;NL;67,04;77;0112-00654;&;0
b0300037019;Перчатки хлопчатобумажные вязанные Люкс  ПВХ напыление "протектор" 5 нитей  446-004;380;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;_;S;P2;10,23;17;1201-00925;&;0
b0300037155;Гайка М3 корончатая компл-100шт комплект 100шт   Danfoss 088H2220;107;Приборы учета и КИП;Теплосчетчики;Danfoss;Z;D0;284,56;424,12;0705-00528;@;0
b0300037159;Термопреобразователь ТПС Pt500 комплект с гильзой   L=50мм;3;Приборы учета и КИП;Теплосчетчики;_;Z;NL;2 771,38;3 171;0705-00478;&;0
b0100018250;Манометр ТМ 510Р радиальный Дк100 4МПа кл.т.1,5 М20х1,5 150C Росма;1;Приборы учета и КИП;Термометры, манометры;Росма;Z;NL;273,62;395;0701-00251;@;0
b0000000798;Кронштейн для алюм рад  К10.80 напольный Киров;32;Отопительное оборудование;Радиаторы;Киров;S;D0;106,55;182;0502-01108;@;0
b9300043239;Соединение ПЭ100-сталь неразъемное SDR11 Дн110х108;10;Трубопроводы и соединительные части;Труба полиэтиленовая (ПЭ, ПНД) и соединительные части;_;Z;D0;1 120;1 514;;@;0
b9300041863;Отвод сталь шовный крутоизогнутый оц Ду15 ТУ 1468-004-39817639-2004;12;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;Z;D0;11,36;16;;&;0
b0100001641;Сиденье для унитаза пластик Сибирь белый ЦОП Санпласт;46;Сантехника;Унитазы;Санпласт;S;D0;140;222;0902-00311;@;0
b0100001766;Паста уплотнительн 250гр Unipak;15;Изоляция и уплотнение;Уплотнительные материалы;Unipak;S;D0;247,89;381;1002-00232;&;0
b0100001804;Гильза    L=60мм;1;Приборы учета и КИП;Комплектующие для КИП;_;Z;D0;202,03;231;;&;0
b0100001835;Соединение ПЭ80-сталь неразъемное SDR11 Дн110х108;1;Трубопроводы и соединительные части;Труба полиэтиленовая (ПЭ, ПНД) и соединительные части;_;Q;D0;692;1 003;0107-00283;&;0
b0100001893;Лен сантехнический 100гр вычесанный Unipak;41;Изоляция и уплотнение;Уплотнительные материалы;Unipak;S;P2;64,38;99;1002-00233;&;0
b0100001908;Конвектор Универсал КНУ-С Авто КСК-20 0,700кВт двухтр конц без з/у резьба лев/верх тип У14А Новокузнецк;2;Отопительное оборудование;Конвекторы;Новокузнецк;Z;NL;2 362,84;3 473;0501-01709;@;0
b0100002100;Трубка Super 110/20 L=2м 95C Energoflex;21;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;225,33;382,5;1001-01113;@;0
b0100004150;Переход сталь оц Ду25х20 ПЗКТ;29;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;Z;D0;30;34;0101-01402;&;0
b0100026367;Элемент термостатическ   жид/нап clip clap Giacomini R460X001;2;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Giacomini;Z;NL;419,06;566,46;0503-00088;&;0
b0100018100;Вакуум-клапан PP Ду110;10;Водоотведение;Трубы для внутреннего водоотведения и соед части;_;S;D0;149,62;229;0201-00568;&;0
b0200038317;Клапан смесительн AQUAMIX Ду3/4"   50С Watts 10017418/ 05.59.210;10;Регулирующая и предохр арматура и автоматика;Клапаны регулирующие;Watts;Z;D0;2 182,18;2 950,9;;&;0
b0100005550;Фильтр магнитн латунь ФМ-25Р Ду25 Ру16 ВР/ВР 120C ВЕНД;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;ВЕНД;S;D1;504,7;754;;&;0
b0100005551;Фильтр магнитн латунь ФМ-32Р Ду32 Ру16 ВР/ВР 120C ВЕНД;4;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;ВЕНД;S;D0;710,7;1 062;;&;0
b0100005552;Фильтр магнитн латунь ФМ-40Р Ду40 Ру16 ВР/ВР 120C ВЕНД;8;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;ВЕНД;S;P2;885,8;1 323;;&;0
b0100006897;Водонагреватель эл накопительный 10л под мойку 1,6кВт сталь эмалированная OPRO SB ATLANTIC 821180;2;Котлы и водонагреватели;Водонагреватели;ATLANTIC;S;P2;3 332;4 900;;&;0
b0100006936;Евроконус латунь Дн16х3/4" для alpex ВР Fraenkische 74816103;59;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;121,69;254,36;0104-00091;@;0
b0100006937;Евроконус латунь Дн20х3/4" alpex ВР Fraenkische 74820103;73;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;126,91;265,29;0103-00905;@;0
b0100006959;Фильтр PP-R сетчатый белый Дн25 ВР/НР ПК Контур 011131025000;2;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;86,88;155,7;0105-00038;&;0
b0100006960;Кран PP-R шаровой Дн20х1/2" НР прям для радиатора ПК Контур 011103020100;28;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;118,41;212,2;0301-00007;@;0
b0100006965;Хомут с р/прокладкой Ду107-112 (4") М10  б/комплекта;540;Трубопроводы и соединительные части;Крепежные изделия;_;S;D0;30,64;47;0112-00639;@;0
b0100007039;Клапан термостатическ  1/2" прям Comap 809604;12;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Comap;Z;NL;355,48;480;0503-00296;&;0
b0100007054;Тройник латунь Дн40х1"х40 пресс НР Comap 734LEL;4;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;Z;NL;470,01;635;0103-00913;&;0
b0100007043;Шпилька сталь оц М24х1000;1;Трубопроводы и соединительные части;Крепежные изделия;_;Z;D0;238,68;274;0112-00643;&;0
b0100007120;Резьба сталь удлиненн Ду25 L=50мм из труб по ГОСТ 3262-75 КАЗ;400;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;7,6;14;0101-00735;@;0
b0100007124;Резьба сталь удлиненн оц Ду20 L=50мм из труб по ГОСТ 3262-75 КАЗ;84;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;Z;NL;8,01;11;0101-00599;&;0
b0100007126;Кран шар.угл. д/стир. маш. с отраж.хр1/2"х3/4"STC арт. 9150;8;Запорная арматура;Краны;STC;S;D0;89,63;162,6;0301-00048;@;0
b0100007168;Угольник латунь уст Дн16х1/2" alpex-duo пресс ВР L=52мм Fraenkische 86816722;1;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;Z;D0;255,97;535,05;0103-00916;@;0
b9300042285;Цилиндр минеральная вата  30/89 кашированная фольгой ROCKWOOL;12;Изоляция и уплотнение;Изоляция и термоизоляция;ROCKWOOL;Z;D0;275,53;372;;&;0
b9300042672;Грязевик верт сталь Ду100 Ру16 п/привар;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;_;Z;D0;3 884,25;5 884;;@;0
b0100004411;Муфта PP-H серый 2-х растр Дн110 б/нап в комплекте СТК;263;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;28,59;54;0201-00150;@;0
b0100004417;Муфта PP-H серый 2-х растр Дн50 б/нап в комплекте СТК  027-5595;57;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;13,61;28;0201-00151;@;0
b0100004419;Муфта PP-H серый надвижн Дн110 б/нап в комплекте СТК;280;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;27,08;47;;@;0
b0100004420;Тройник PP-R переходн белый Дн90х50х90 ПК Контур 011503090500;10;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;244,52;438,2;0105-00755;&;0
b0100004422;Тройник PP-R переходн Дн110х50х110 ПК Контур 011503110300;8;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;402,59;721,5;0105-00757;&;0
b0100004429;Муфта PP-R переходн Дн75х40;28;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;D0;61,88;95;0105-01117;&;0
b0100004433;Муфта PP-R переходн Дн90х50;6;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;P2;53,7;111;;&;0
b0100004434;Муфта PP-R переходн Дн90х75 ПК Контур 011203090710;8;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;98,05;175,7;0105-01120;&;0
b0100004441;Муфта PP-R переходн Дн110х90  011203110810;1;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;D0;150,72;270,1;0105-01125;&;0
b0100004426;Муфта PP-H серый надвижн Дн50 б/нап в комплекте СТК;118;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;14,04;25;;@;0
b0100004442;Отвод PP-H серый Дн40х45° б/нап в комплекте СТК;58;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;8,17;14;0201-00145;@;0
b0100004443;Отвод PP-H серый Дн40х87,5° б/нап в комплекте СТК;3;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D2;8,18;14;0201-00146;@;0
b0100004444;Отвод PP-H серый Дн50х45° б/нап в комплекте СТК;574;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;8,17;17;0201-00147;@;0
b0100004445;Отвод PP-H серый Дн50х87,5° б/нап в комплекте СТК;880;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;8,25;16;0201-00148;@;0
b0100004452;Патрубок PP-H серый компенсационн Дн110 б/нап в комплекте СТК;737;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;39,18;77;;@;0
b0100004453;Переход PP-H серый Дн110х50 б/нап в комплекте СТК;138;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;18,22;38;;@;0
b0100004455;Ревизия PP-H серый Дн110 б/нап в комплекте СТК;414;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;47,84;100;0201-00159;@;0
b0100004456;Ревизия PP-H серый Дн50 б/нап в комплекте СТК;109;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;26,9;47;0201-00160;@;0
b0100004457;Тройник PP-H серый Дн110х110х45° б/нап в комплекте СТК;295;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;45,47;84;0201-00152;@;0
b0100004464;Тройник PP-H серый Дн110х110х87,5° б/нап в комплекте СТК;285;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;43,02;90;;@;0
b0100004465;Тройник PP-H серый Дн110х50х45° б/нап в комплекте СТК;95;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;33,94;60;0201-00153;@;0
b0100004466;Тройник PP-H серый Дн110х50х87,5° б/нап в комплекте СТК;271;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;31,2;62;0201-00154;@;0
b0100004467;Тройник PP-H серый Дн50х50х45° б/нап в комплекте СТК;15;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;16,44;30;0201-00155;@;0
b0100004468;Тройник PP-H серый Дн50х50х87,5° б/нап в комплекте СТК;292;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;D0;16,46;30;0201-00156;@;0
b0100004578;Труба PEX-AL-PE мп Дн16х2,0 alpex-duo XS бухта 100м Fraenkische 83516411;1 925;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;P2;37,68;92,9;;@;0
b0100004580;Труба PEX-AL-PE мп Дн20х2,0 alpex-duo XS бухта 100м Fraenkische 83520411;2 700;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;P2;56,83;140,1;0103-00703;@;0
b0100004581;Труба PEX-AL-PE мп Дн26х3,0 alpex-duo XS бухта 50м Fraenkische 83526211;900;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;96,93;238,96;0103-00704;@;0
b0100004582;Труба PEX-AL-PE мп Дн32х3,0 alpex-duo XS бухта 50м Fraenkische 83532211;125;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;149,72;369,12;0103-00705;@;0
b0100004596;Труба PEX-AL-PE мп Дн50х4,0 alpex L штанга 5м Fraenkische 83550005;65;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;Z;NL;403,98;882,81;0103-00707;@;0
b0100004614;Угольник PPSU Дн16х16 alpex-duo пресс Fraenkische 88616200;523;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;P2;80,57;168,42;0103-00712;@;0
b0100004616;Угольник PPSU Дн20х20 alpex-duo пресс Fraenkische 88620200;427;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;P2;106,24;222,07;0103-00713;@;0
b0100004618;Угольник PPSU Дн26х26 alpex-duo пресс Fraenkische 88626200;40;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;189,43;395,95;0103-00714;@;0
b0100004619;Угольник PPSU Дн32х32 alpex-duo пресс Fraenkische 88632200;25;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;281,64;588,71;0103-00715;@;0
b0100004621;Угольник латунь Дн16х16 alpex-duo пресс Fraenkische 86816200;91;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;153,77;321,43;0103-00716;@;0
b0100004622;Угольник латунь Дн20х20 alpex-duo пресс Fraenkische 86820200;148;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;171,12;357,7;0103-00717;@;0
b0100004623;Угольник латунь Дн26х26 alpex-duo пресс Fraenkische 86826200;31;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;NL;260,97;545,49;0103-00718;&;0
b0100004624;Угольник латунь Дн32х32 alpex-duo пресс Fraenkische 86832200;27;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;D0;373,62;780,97;0103-00719;@;0
b0100004625;Угольник PPSU Дн40х40 alpex L пресс Fraenkische 88440200;35;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Fraenkische;S;P2;755,07;1 578,33;0103-00720;@;0
b0100000973;Водонагреватель эл накопительный 100л верт VM 100 E-series ATLANTIC;5;Котлы и водонагреватели;Водонагреватели;ATLANTIC;Z;NL;4 284;5 792;0601-00140;&;0
b0100000993;Конвектор Универсал КНУ Авто КСК-20 1,180кВт двухтр конц без з/у резьба тип У7 Новокузнецк;1;Отопительное оборудование;Конвекторы;Новокузнецк;Z;NL;2 221,59;3 266;0501-00160;@;0
b0100030221;Болт М20х140 вес ГОСТ 7798-70;613,3;Трубопроводы и соединительные части;Крепежные изделия;_;Z;D0;64,39;87;0112-00329;&;0
b0100030264;Бобышка ЗК4-1-87 M20х1,5 225C;2;Приборы учета и КИП;Комплектующие для КИП;_;Z;D0;192,64;220;;&;0
b0100017578;Поддон сталь Tappo квадрат 800х800мм КНР;11;Сантехника;Кабины душевые, поддоны;КНР;S;D0;770,8;1 159;0907-00009;@;0
b9300042722;Муфта PPSU переходн Дн16х1/2" пресс НР Henco 17pk-1604;129;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Henco;Z;D0;95,85;130;;&;0
b0100000614;Болт М16х120 вес ГОСТ 7798-70;42,4;Трубопроводы и соединительные части;Крепежные изделия;_;S;P2;45,64;72;0112-00330;@;0
b0100000628;Муфта PP-R переходн Дн75х63  011203075610;9;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;NL;66,79;119,7;0105-01100;&;0
b9300039111;Муфта латунь Ду20х1/2" НР Kofulso  ВС20;78;Трубопроводы и соединительные части;Труба стальная нержавеющая и соединительные части;Kofulso;Z;NL;100,01;135;;&;0
b9300039166;Перфоратор 3/реж удар DH30PC2 Hitachi 850Вт;1;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;Hitachi;Z;NL;14 600;19 739;;&;0
b9300039220;Клапан смесительн AQUAMIX Ду1"   50С Watts 10017423(05.59.235);5;Регулирующая и предохр арматура и автоматика;Клапаны регулирующие;Watts;Z;D0;2 477,66;3 382,03;;&;0
b0100031525;Труба PP-R центр арм алюминием белый Дн20х3,4 Ру25 90C L=4м ПК Контур 010260020000;544;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;36,32;65,1;0105-00635;@;0
b0100031527;Труба PP-R центр арм алюминием белый Дн25х4,2 Ру25 90C L=4м ПК Контур 010260025000;72;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D1;50,83;91,1;0105-00636;@;0
b0100031528;Труба PP-R центр арм алюминием белый Дн32х5,4 Ру25 90C L=4м ПК Контур 010260032000;232;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;81,08;145,3;0105-00637;@;0
b0100031529;Труба PP-R центр арм алюминием белый Дн40х6,7 Ру25 90C L=4м ПК Контур 010260040000;64;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;119,85;214,8;;@;0
b0100031530;Труба PP-R центр арм алюминием белый Дн50х8,3 Ру25 L=4м ПК Контур 010260050000;28;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;197,14;353,3;0105-00638;@;0
b0100031672;Труба ПНД гофрированная 32/27,5 для трубы 20,26 красный;1 500;Изоляция и уплотнение;Изоляция и термоизоляция;_;S;P2;12,18;21;1001-00710;&;0
b0100031673;Труба ПНД гофрированная 32/27,5 для трубы 20,26 синий;1 350;Изоляция и уплотнение;Изоляция и термоизоляция;_;S;P2;12,18;21;1001-00711;&;0
b0100035467;Заглушка сталь 09Г2С Ду100 Ру10 фл Вагант;2;Трубопроводы и соединительные части;Труба стальная и соединительные части;Вагант;Z;NL;648;876;0101-01802;&;0
b0100010729;Коллектор латунь регулирующий Ду3/4"х1/2" НР на 2 выхода Valtec VTc.560.N.0502;35;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;Valtec;S;P2;563,96;855,19;0111-01166;&;0
b0100010730;Коллектор латунь регулирующий Ду3/4"х1/2" НР на 3 выхода Valtec VTc.560.N.0503;4;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;Valtec;S;P2;793,53;1 203,52;0111-01167;&;0
b0100010848;Угольник латунь Дн20х1/2" пресс НР Valtec VTm.253.N.002004;10;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;NL;144,99;231,35;0103-00975;@;0
b0100010996;Прокладка для радиатора пресс картон межсекционная 1"х1мм OTER;222;Отопительное оборудование;Радиаторы;OTER;S;D0;6,9;11;0502-01449;&;0
b0100032736;Сифон для умывальника/мойки 1 1/4"x40 бутылочный с гофрой нерж/сетка АНИ C2010;1;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;D0;88,87;147;0908-00180;&;0
b0100032762;Болт М30х150;35;Трубопроводы и соединительные части;Крепежные изделия;_;Z;NL;73,09;99;0112-00774;&;0
b0100032783;Клапан для радиатора Ду20 угл Icma 82803AE06;60;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Icma;Z;D0;181,11;244;0503-00001;&;0
b0100032785;Клапан для радиатора Ду15 угл Icma 82803AD06;88;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Icma;Z;D0;123,16;166;0503-00002;&;0
b0100032974;Сиденье для унитаза Томь белый Новокузнецк Томь сид.;1;Сантехника;Унитазы;Новокузнецк;Z;NL;160;216;0902-00634;&;0
b0100033315;Кран шаровой сталь DZT Ду50 Ру16 фл 150C Broen 4110316050;3;Запорная арматура;Краны;Broen;Z;D0;2 653,01;3 587;0301-00468;&;0
b0100033527;Кран PP-R шаровый Дн32  Т2200ЕР000032;1;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;NL;102,74;146;0105-01249;&;0
b0100033537;Смеситель для умывальника картридж 40мм одноручный Дорисс STC 5400;8;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;1 352,37;2 205,04;0909-00134;&;0
b0100033542;Смеситель для мойки картридж 40мм одноручный Дорисс STC 5402;1;Сантехника;Смесители и краны для сан.узлов;STC;S;P2;973,59;2 166,04;0909-00135;&;0
b0100033530;Смеситель для мойки картридж 35мм одноручный Виктория STC 5503;1;Сантехника;Смесители и краны для сан.узлов;STC;Z;D0;280,11;889,02;0909-00145;&;0
b0100033532;Смеситель для мойки картридж 35мм одноручный Виктория STC 5504;32;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;463,68;872,5;0909-00147;&;0
b0100033533;Смеситель для мойки картридж 35мм одноручный Виктория 1 STC 5504;20;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;652,17;1 469,37;0909-00148;&;0
b0100033535;Смеситель для мойки картридж 35мм одноручный Виктория 1 STC 5505;1;Сантехника;Смесители и краны для сан.узлов;STC;S;P2;669,3;1 356,34;0909-00150;&;0
b0100033539;Смеситель для ванны дл/излив одноручный Виктория 1 STC 5506;16;Сантехника;Смесители и краны для сан.узлов;STC;S;D1;944,53;1 967,09;0909-00152;&;0
b0100033544;Смеситель для ванны дл/излив одноручный Виктория 1 STC 5507;28;Сантехника;Смесители и краны для сан.узлов;STC;S;P2;1 060,64;2 389,45;0909-00118;&;0
b0100033553;Смеситель для умывальника к/затвор Диана STC 5200;7;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;899,15;1 869,92;0909-00124;&;0
b0100033563;Смеситель для ванны дл/излив к/затвор Диана STC 5204;10;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;1 157,79;2 637,98;0909-00127;&;0
b0100033568;Смеситель для умывальника картридж 40мм одноручный Аврора STC 5300;3;Сантехника;Смесители и краны для сан.узлов;STC;S;P2;1 124,91;2 033,84;0909-00129;&;0
b0100033575;Смеситель для мойки картридж 40мм одноручный Аврора STC 5302;10;Сантехника;Смесители и краны для сан.узлов;STC;S;P2;1 265,78;2 086,72;0909-00130;&;0
b0100033564;Смеситель для умывальника картридж 35мм Виктория STC 5500;8;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;371,07;877,79;0909-00141;&;0
b0100033566;Смеситель для умывальника картридж 35мм одноручный Виктория 1 STC 5500;17;Сантехника;Смесители и краны для сан.узлов;STC;S;D1;652,95;1 471,35;0909-00142;&;0
b0100033573;Смеситель для мойки картридж 35мм одноручный Виктория STC 5502;14;Сантехника;Смесители и краны для сан.узлов;STC;Z;D0;261,43;828,87;0909-00143;&;0
b0100033561;Смеситель для умывальника хирургический одноручный Виктория STC 5511;2;Сантехника;Смесители и краны для сан.узлов;STC;S;P2;974,68;2 170,67;0909-00119;&;0
b0100033567;Смеситель для мойки хирургический одноручный Виктория STC 5512;11;Сантехника;Смесители и краны для сан.узлов;STC;S;D0;843,32;1 604,21;0909-00626;&;0
b0100033626;Радиатор сталь 22VC 500х1400 Purmo 2322050140;1;Отопительное оборудование;Радиаторы;Purmo;Z;D0;7 714,32;14 128,8;0502-00811;@;0
b0100033647;Теплосчетчик Sensostar 2 подача 0,6м3/ч Ду15 Engelmann;1;Приборы учета и КИП;Теплосчетчики;Engelmann;S;D2;4 682,35;7 034;0705-00439;@;0
b0100033965;Конструкция закладная ЗК4-46-70 М20х1,5(16-225);15;Приборы учета и КИП;Термометры, манометры;_;Z;D0;342,5;356;;&;0
b0100034080;Клапан запорн чугун 15кч19п Ду50 Ру16 фл КНР;5;Запорная арматура;Клапаны;КНР;Z;NL;587;672;0304-00024;&;0
b0100034120;Клапан PP-R обратный Дн25 ПК Контур 011141025010;1;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Z;D0;74,88;134,2;0105-01263;@;0
b0100034448;Евроконус PERT Дн16х3/4" нак/г ПК Контур 061090016100;2;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;ПК Контур;Z;NL;72,53;81;0105-01271;@;0
b0100035114;Термометр биметаллический ТБ-1-063 осевой Дк63 L=40мм в комплекте гильза защит G1/2 60C паспорт Метер;3;Приборы учета и КИП;Термометры, манометры;Метер;Z;D0;180,19;206;0701-00282;&;0
b0100035271;Трубка Super 45/20 L=2м 95C Energoflex;14;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;Z;NL;67,54;77;1001-01161;&;0
b0100019425;Клапан RA-G для однотр системы Ду20 прям Danfoss 013G1677;37;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Danfoss;S;NL;1 450,89;2 549,39;;&;0
b0100019522;Радиатор биметалл M Series 500 4 секции 0,720кВт Ogint;3;Отопительное оборудование;Радиаторы;Ogint;S;P2;1 986,25;2 952,61;0502-00071;&;0
b0100019524;Радиатор биметалл M Series 500 7 секций 1,260кВт Ogint;9;Отопительное оборудование;Радиаторы;Ogint;S;D0;3 476,11;5 167,57;0502-00073;@;0
b0100019525;Радиатор биметалл M Series 500 9 секций 1,620кВт Ogint;18;Отопительное оборудование;Радиаторы;Ogint;S;D0;4 470,23;6 644,2;0502-00074;@;0
