00000007904;Тройник латунь переходн никель Дн26х3/4"х26 Faro ВР для мп STC 6430;24;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;118,5;341,13;0103-00131;&;0
00000007905;Тройник латунь переходн никель Дн26х1"х26 Faro ВР для мп STC 6430;9;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;224,7;385,05;0103-00132;@;0
00000007906;Тройник латунь переходн никель Дн32х1"х32 Faro ВР для мп STC 6430;3;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;279,85;506,08;0103-00133;@;0
00000007907;Тройник латунь переходн никель Дн16х1/2"х16 Faro НР для мп STC 6435;19;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;82,73;140,95;0103-00134;@;0
00000007908;Тройник латунь переходн никель Дн20х3/4"х20 Faro НР для мп STC 6435;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;137,37;253,3;0103-00135;&;0
00000007909;Тройник латунь переходн никель Дн26х3/4"х26 Faro НР для мп STC 6435;10;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;181,29;341,13;0103-00136;@;0
00000007910;Тройник латунь переходн никель Дн26х1"х26 Faro НР для мп STC 6435;6;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;225,21;385,05;0103-00137;@;0
00000007911;Тройник латунь переходн никель Дн32х1"х32 Faro НР для мп STC 6435;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;288,02;494,85;0103-00138;0;0
00000007913;Угольник латунь никель Дн16 Faro для мп STC 6445;15;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;75,58;126,65;0103-00163;@;0
00000007914;Угольник латунь никель Дн20 Faro для мп STC 6445;56;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;109,8;186,91;0103-00164;@;0
00000007915;Угольник латунь никель Дн26 Faro для мп STC 6445;55;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;160,35;269,64;0103-00165;@;0
00000007916;Угольник латунь никель Дн32 Faro для мп STC 6445;36;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;249,72;418,25;0103-00166;@;0
00000007919;Угольник латунь переходн никель Дн20х1/2" Faro ВР для мп STC 6450;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;74,05;126,65;0103-00158;@;0
00000007920;Угольник латунь переходн никель Дн20х3/4" Faro ВР для мп STC 6450;31;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;83,24;148,61;0103-00159;@;0
00000007922;Угольник латунь переходн никель Дн26х1" Faro ВР для мп STC 6450;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;151,16;283,43;0103-00161;@;0
00000007923;Угольник латунь переходн никель Дн32х1" Faro ВР для мп STC 6450;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;226,23;395,26;0103-00162;@;0
00000007924;Угольник латунь переходн никель Дн16х1/2" Faro НР для мп STC 6455;32;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;52,6;93,45;0103-00144;@;0
00000007925;Угольник латунь переходн никель Дн16х3/4" Faro НР для мп STC 6455;24;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;83,75;142,99;0103-00145;@;0
00000007926;Угольник латунь переходн никель Дн20х1/2" Faro НР для мп STC 6455;60;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;69,45;115,92;0103-00146;@;0
00000007927;Угольник латунь переходн никель Дн20х3/4" Faro НР для мп STC 6455;72;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;80,18;142,99;0103-00147;@;0
00000007928;Угольник латунь переходн никель Дн26х3/4" Faro НР для мп STC 6455;66;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;129,2;220,1;0103-00148;@;0
00000007929;Угольник латунь переходн никель Дн26х1" Faro НР для мп STC 6455;8;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;144,01;269,64;0103-00149;@;0
00000007931;Угольник латунь уст никель Дн16х1/2" Faro ВР для мп STC 6460;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D1;76,09;137,37;0103-00153;@;0
00000007932;Угольник латунь уст никель Дн20х1/2" Faro ВР для мп STC 6460;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;74,56;137,37;0103-00154;@;0
00000007933;Угольник латунь уст никель Дн20х3/4" Faro ВР для мп STC 6460;9;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;109,8;187,42;0103-00155;@;0
